nr,year,school,exper,union,ethn,maried,health,wage,industry,occupation,residence
9883,1983,12,5,no,hisp,no,no,2.265977682,Manufacturing,Operatives_and_kindred,NA
9883,1984,12,6,no,hisp,yes,no,2.002069063,Trade,"Managers, Officials_and_Proprietors",NA
9883,1985,12,7,yes,hisp,yes,no,2.55072465,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9883,1986,12,8,no,hisp,yes,no,2.370529407,Manufacturing,"Professional, Technical_and_kindred",NA
9883,1987,12,9,no,hisp,yes,no,2.498910632,Manufacturing,"Professional, Technical_and_kindred",NA
9889,1980,14,2,no,other,yes,no,1.918003196,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9889,1981,14,3,no,other,yes,no,1.733490561,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9889,1982,14,4,no,other,yes,no,1.939563664,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9889,1983,14,5,no,other,yes,no,2.171697191,Trade,"Professional, Technical_and_kindred",NA
9889,1984,14,6,no,other,yes,no,2.314657674,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9889,1985,14,7,no,other,yes,no,2.462753845,Trade,"Professional, Technical_and_kindred",NA
9889,1986,14,8,no,other,yes,no,2.628283394,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9889,1987,14,9,no,other,yes,no,2.660089513,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
9901,1980,12,4,no,hisp,no,no,1.998972258,Trade,Service_Workers,NA
9901,1981,12,5,no,hisp,no,no,1.650259907,Trade,Service_Workers,NA
9901,1982,12,6,no,hisp,no,no,1.351910502,Personal_Service,Service_Workers,NA
9901,1983,12,7,yes,hisp,no,no,1.606406797,Trade,Service_Workers,NA
9901,1984,12,8,yes,hisp,no,no,1.849600469,Personal_Service,Service_Workers,NA
9901,1985,12,9,no,hisp,no,no,1.777324161,Manufacturing,"Professional, Technical_and_kindred",NA
9901,1986,12,10,no,hisp,no,no,1.885798894,Manufacturing,Clerical_and_kindred,NA
9901,1987,12,11,no,hisp,no,no,2.022467272,Manufacturing,"Professional, Technical_and_kindred",NA
9936,1980,12,3,no,hisp,no,no,1.538513574,Trade,"Managers, Officials_and_Proprietors",NA
9936,1981,12,4,no,hisp,no,no,1.256476753,Trade,Sales_Workers,NA
9936,1982,12,5,yes,hisp,no,no,1.705793952,Construction,Laborers_and_farmers,NA
9936,1983,12,6,no,hisp,yes,no,1.94855364,Construction,"Craftsmen, Foremen_and_kindred",NA
9936,1984,12,7,yes,hisp,yes,no,2.369423952,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9936,1985,12,8,yes,hisp,yes,no,2.564469473,Construction,"Craftsmen, Foremen_and_kindred",NA
9936,1986,12,9,yes,hisp,yes,no,2.679806547,Construction,"Craftsmen, Foremen_and_kindred",NA
9936,1987,12,10,yes,hisp,yes,no,2.786848401,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9964,1980,9,4,no,hisp,no,no,0.859500905,Trade,Sales_Workers,NA
9964,1981,9,5,no,hisp,no,no,1.442383828,Manufacturing,Operatives_and_kindred,NA
9964,1982,9,6,no,hisp,no,no,1.144840173,Manufacturing,Operatives_and_kindred,NA
9964,1983,9,7,no,hisp,no,no,1.514205658,Manufacturing,Operatives_and_kindred,NA
9964,1984,9,8,no,hisp,no,yes,1.839550133,Manufacturing,Operatives_and_kindred,NA
9964,1985,9,9,no,hisp,no,no,1.80518249,Manufacturing,Operatives_and_kindred,NA
9964,1986,9,10,no,hisp,no,no,1.557979354,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
9964,1987,9,11,no,hisp,no,no,1.606387016,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10043,1980,12,4,no,hisp,no,no,1.473975053,Agricultural,"Craftsmen, Foremen_and_kindred",rural_area
10043,1981,12,5,no,hisp,no,no,0.450201002,Agricultural,Operatives_and_kindred,rural_area
10043,1982,12,6,no,hisp,no,no,0.092494149,Agricultural,"Professional, Technical_and_kindred",NA
10043,1983,12,7,no,hisp,yes,no,1.445450062,Trade,Service_Workers,south
10043,1984,12,8,no,hisp,yes,no,0.607719001,Trade,Service_Workers,south
10043,1985,12,9,no,hisp,yes,no,0.845832268,Finance,Service_Workers,south
10043,1986,12,10,yes,hisp,yes,no,1.039470177,Business_and_Repair_Service,Laborers_and_farmers,south
10043,1987,12,11,no,hisp,yes,no,1.455613817,Construction,"Craftsmen, Foremen_and_kindred",NA
10067,1980,11,2,no,hisp,no,no,1.364617958,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
10067,1981,11,3,no,hisp,no,no,1.485029202,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
10067,1982,11,4,no,hisp,yes,no,1.736113876,Manufacturing,"Professional, Technical_and_kindred",NA
10067,1983,11,5,no,hisp,yes,no,1.750102701,Manufacturing,"Professional, Technical_and_kindred",NA
10067,1984,11,6,no,hisp,yes,no,1.905689936,Business_and_Repair_Service,"Professional, Technical_and_kindred",NA
10067,1985,11,7,no,hisp,yes,no,1.81072267,Construction,"Craftsmen, Foremen_and_kindred",NA
10067,1986,11,8,no,hisp,yes,no,2.108424177,Construction,"Craftsmen, Foremen_and_kindred",NA
10067,1987,11,9,no,hisp,yes,no,1.748325237,Construction,"Craftsmen, Foremen_and_kindred",NA
10091,1980,12,5,no,other,yes,no,1.465272024,Mining,Laborers_and_farmers,south
10091,1981,12,6,no,other,yes,no,2.102309733,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10091,1982,12,7,yes,other,yes,no,1.735993691,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10091,1983,12,8,no,other,yes,no,1.263876151,Construction,"Craftsmen, Foremen_and_kindred",NA
10091,1984,12,9,no,other,yes,no,1.80032942,Construction,"Craftsmen, Foremen_and_kindred",NA
10091,1985,12,10,no,other,yes,no,1.966632472,Construction,"Craftsmen, Foremen_and_kindred",NA
10091,1986,12,11,no,other,yes,no,1.785114927,Construction,"Craftsmen, Foremen_and_kindred",NA
10091,1987,12,12,no,other,yes,no,1.714650291,Construction,"Craftsmen, Foremen_and_kindred",NA
10120,1980,13,2,no,other,no,no,-0.236821015,Trade,Sales_Workers,NA
10120,1981,13,3,no,other,no,no,0.271152771,Manufacturing,Laborers_and_farmers,NA
10120,1982,13,4,no,other,no,no,0.23041996,Entertainment,Clerical_and_kindred,NA
10120,1983,13,5,no,other,no,no,1.411160989,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10120,1984,13,6,no,other,no,no,1.692521529,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10120,1985,13,7,no,other,no,no,1.485659811,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10120,1986,13,8,no,other,yes,no,1.895031259,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10120,1987,13,9,no,other,yes,no,1.952050703,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10121,1980,11,2,no,other,no,no,1.224856015,Manufacturing,Operatives_and_kindred,NA
10121,1981,11,3,no,other,no,no,1.442383828,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10121,1982,11,4,no,other,no,no,1.500713994,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10121,1983,11,5,no,other,no,no,1.523446892,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10121,1984,11,6,no,other,no,no,1.588373058,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10121,1985,11,7,no,other,no,no,1.520888503,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10121,1986,11,8,no,other,no,no,1.457437007,Manufacturing,Service_Workers,NA
10121,1987,11,9,no,other,no,no,1.893691088,Manufacturing,Service_Workers,NA
10167,1980,12,4,yes,black,no,no,1.447999567,Manufacturing,Operatives_and_kindred,NA
10167,1981,12,5,yes,black,no,no,1.609437912,Manufacturing,Operatives_and_kindred,NA
10167,1982,12,6,yes,black,no,no,1.547402522,Manufacturing,Operatives_and_kindred,NA
10167,1983,12,7,yes,black,no,no,1.660804899,Manufacturing,Operatives_and_kindred,NA
10167,1984,12,8,yes,black,no,no,1.743171006,Manufacturing,Operatives_and_kindred,NA
10167,1985,12,9,yes,black,no,no,1.793360751,Manufacturing,Operatives_and_kindred,NA
10167,1986,12,10,yes,black,no,no,1.851254729,Manufacturing,Operatives_and_kindred,NA
10167,1987,12,11,yes,black,no,no,1.994610317,Manufacturing,Operatives_and_kindred,NA
10209,1980,10,3,no,other,no,no,1.235905851,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
10209,1981,10,4,no,other,no,no,1.134671339,Trade,"Craftsmen, Foremen_and_kindred",nothern_central
10209,1982,10,5,no,other,no,no,0.91787486,Trade,Operatives_and_kindred,rural_area
10209,1983,10,6,no,other,no,no,1.202103804,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10209,1984,10,7,no,other,no,no,1.518408498,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10209,1985,10,8,no,other,no,no,1.178175112,Construction,Operatives_and_kindred,NA
10209,1986,10,9,no,other,yes,no,1.458212141,Manufacturing,Operatives_and_kindred,NA
10209,1987,10,10,no,other,yes,no,1.3932938,Manufacturing,"Craftsmen, Foremen_and_kindred",rural_area
10230,1980,10,5,no,other,yes,no,1.667543834,Manufacturing,Operatives_and_kindred,nothern_central
10230,1981,10,6,no,other,yes,no,1.583953534,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1982,10,7,no,other,yes,no,1.740721833,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1983,10,8,no,other,yes,no,1.725410089,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1984,10,9,no,other,no,no,1.743171006,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1985,10,10,no,other,yes,no,1.765961776,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1986,10,11,no,other,no,no,1.745894213,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10230,1987,10,12,no,other,no,no,1.861078925,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10265,1980,14,2,yes,other,no,no,2.127963502,Transportation,Laborers_and_farmers,nothern_central
10265,1981,14,3,no,other,yes,no,1.817077277,Manufacturing,Sales_Workers,south
10265,1982,14,4,no,other,yes,no,2.160506994,Manufacturing,Sales_Workers,south
10265,1983,14,5,no,other,yes,no,2.108060519,Finance,Sales_Workers,south
10265,1984,14,6,no,other,yes,no,2.560215343,Construction,"Managers, Officials_and_Proprietors",south
10265,1985,14,7,no,other,yes,no,2.2767874,Manufacturing,Sales_Workers,south
10265,1986,14,8,no,other,yes,no,2.459195044,Manufacturing,Sales_Workers,south
10265,1987,14,9,no,other,yes,no,2.387652905,Trade,Sales_Workers,south
10274,1980,14,1,no,other,no,no,0.113504701,Trade,Service_Workers,north_east
10274,1981,14,2,yes,other,yes,no,1.683545885,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10274,1982,14,3,yes,other,yes,no,1.918966078,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10274,1983,14,4,yes,other,yes,no,1.981343463,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10274,1984,14,5,yes,other,yes,no,1.48833004,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10274,1985,14,6,yes,other,yes,no,1.475056881,Professional_and_Related Service,"Professional, Technical_and_kindred",NA
10274,1986,14,7,no,other,yes,no,1.799961435,Public_Administration,Service_Workers,NA
10274,1987,14,8,no,other,yes,no,2.130742492,Public_Administration,Service_Workers,NA
10311,1980,11,2,no,hisp,no,no,1.630321123,Finance,Laborers_and_farmers,north_east
10311,1981,11,3,no,hisp,no,no,1.683545885,Transportation,Laborers_and_farmers,north_east
10311,1982,11,4,no,hisp,no,no,1.690503365,Finance,Laborers_and_farmers,north_east
10311,1983,11,5,no,hisp,no,no,1.897260346,Finance,Laborers_and_farmers,north_east
10311,1984,11,6,no,hisp,yes,no,1.682546384,Finance,Clerical_and_kindred,north_east
10311,1985,11,7,no,hisp,yes,no,2.098595237,Finance,Laborers_and_farmers,north_east
10311,1986,11,8,yes,hisp,yes,no,0.593012295,Manufacturing,Service_Workers,north_east
10311,1987,11,9,no,hisp,yes,no,0.949723428,Trade,Service_Workers,north_east
10392,1980,8,4,no,hisp,no,no,0.17788696,Trade,Operatives_and_kindred,north_east
10392,1981,8,5,no,hisp,no,no,1.324418957,Trade,"Craftsmen, Foremen_and_kindred",north_east
10392,1982,8,6,no,hisp,no,no,0.923491236,Trade,Clerical_and_kindred,north_east
10392,1983,8,7,no,hisp,no,no,1.186345396,Trade,Operatives_and_kindred,north_east
10392,1984,8,8,no,hisp,no,no,1.060368615,Trade,Laborers_and_farmers,north_east
10392,1985,8,9,no,hisp,no,no,0.998516672,Trade,Operatives_and_kindred,north_east
10392,1986,8,10,no,hisp,no,no,2.28351803,Trade,Laborers_and_farmers,north_east
10392,1987,8,11,no,hisp,no,no,1.381505844,Personal_Service,Laborers_and_farmers,south
10425,1980,13,2,no,black,yes,no,1.630321123,Trade,Operatives_and_kindred,nothern_central
10425,1981,13,3,yes,black,yes,no,2.534697314,Trade,Laborers_and_farmers,nothern_central
10425,1982,13,4,yes,black,yes,no,2.448189067,Trade,Laborers_and_farmers,nothern_central
10425,1983,13,5,yes,black,yes,no,2.354018748,Trade,Clerical_and_kindred,nothern_central
10425,1984,13,6,yes,black,yes,no,2.241297162,Agricultural,Laborers_and_farmers,nothern_central
10425,1985,13,7,yes,black,yes,no,2.329934423,Trade,Clerical_and_kindred,nothern_central
10425,1986,13,8,yes,black,yes,no,2.457390533,Trade,Laborers_and_farmers,nothern_central
10425,1987,13,9,no,black,yes,no,1.96643944,Trade,Laborers_and_farmers,nothern_central
10441,1980,14,2,no,other,no,no,1.260084707,Personal_Service,Service_Workers,south
10441,1981,14,3,no,other,no,no,1.364315454,Personal_Service,Service_Workers,south
10441,1982,14,4,no,other,no,no,1.547402522,Business_and_Repair_Service,Clerical_and_kindred,south
10441,1983,14,5,no,other,no,no,1.31482988,Business_and_Repair_Service,"Professional, Technical_and_kindred",south
10441,1984,14,6,no,other,no,no,1.212542755,Personal_Service,Service_Workers,south
10441,1985,14,7,no,other,yes,no,1.178175112,Personal_Service,Service_Workers,south
10441,1986,14,8,no,other,yes,no,1.628111178,Personal_Service,Service_Workers,south
10441,1987,14,9,no,other,yes,no,1.594286609,Personal_Service,Service_Workers,south
10457,1980,13,2,no,other,no,no,0.509818899,Trade,Service_Workers,south
10457,1981,13,3,no,other,no,no,1.463415032,Trade,Service_Workers,south
10457,1982,13,4,no,other,yes,no,1.506580527,Manufacturing,Operatives_and_kindred,NA
10457,1983,13,5,no,other,yes,no,1.743986474,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
10457,1984,13,6,no,other,yes,no,1.9544801,Manufacturing,Clerical_and_kindred,NA
10457,1985,13,7,no,other,yes,no,2.011084234,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
10457,1986,13,8,no,other,yes,no,2.033576286,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
10457,1987,13,9,no,other,yes,no,2.174847997,Manufacturing,"Managers, Officials_and_Proprietors",NA
10469,1980,12,3,yes,black,no,no,2.151168306,Transportation,Operatives_and_kindred,NA
10469,1981,12,4,yes,black,no,no,1.869721011,Transportation,Operatives_and_kindred,NA
10469,1982,12,5,no,black,no,no,1.534980002,Trade,Sales_Workers,NA
10469,1983,12,6,no,black,no,no,1.160314835,Trade,Sales_Workers,NA
10469,1984,12,7,no,black,no,no,1.325529618,Trade,Sales_Workers,NA
10469,1985,12,8,no,black,no,no,1.412456407,Trade,Sales_Workers,NA
10469,1986,12,9,no,black,no,no,1.628111178,Trade,"Managers, Officials_and_Proprietors",NA
10469,1987,12,10,no,black,no,no,1.706928245,Entertainment,Clerical_and_kindred,NA
10524,1980,11,4,no,hisp,no,no,1.048965349,Agricultural,"Professional, Technical_and_kindred",rural_area
10524,1981,11,5,no,hisp,no,no,1.112803417,Agricultural,Farm_Laborers_and_Foreman,rural_area
10524,1982,11,6,no,hisp,no,no,1.074278765,Agricultural,Farm_Laborers_and_Foreman,rural_area
10524,1983,11,7,no,hisp,no,no,1.524040337,Agricultural,Farm_Laborers_and_Foreman,rural_area
10524,1984,11,8,no,hisp,no,no,1.267602532,Agricultural,Farm_Laborers_and_Foreman,rural_area
10524,1985,11,9,no,hisp,no,no,1.157053453,Agricultural,Farm_Laborers_and_Foreman,rural_area
10524,1986,11,10,no,hisp,no,no,0.814336009,Manufacturing,Operatives_and_kindred,rural_area
10524,1987,11,11,no,hisp,no,no,1.180607902,Agricultural,Operatives_and_kindred,rural_area
10552,1980,9,3,no,hisp,no,no,1.213383614,Trade,Laborers_and_farmers,NA
10552,1981,9,4,no,hisp,no,no,0.880572649,Trade,Laborers_and_farmers,NA
10552,1982,9,5,no,hisp,no,no,1.042966696,Transportation,Operatives_and_kindred,NA
10552,1983,9,6,yes,hisp,no,no,0.849941351,Professional_and_Related Service,Service_Workers,NA
10552,1984,9,7,yes,hisp,no,no,0.689701695,Manufacturing,Operatives_and_kindred,NA
10552,1985,9,8,no,hisp,no,no,0.762207281,Trade,Operatives_and_kindred,NA
10552,1986,9,9,no,hisp,no,no,0.909646189,Trade,Operatives_and_kindred,NA
10552,1987,9,10,no,hisp,no,no,1.381505844,Manufacturing,Operatives_and_kindred,NA
10553,1980,13,4,no,hisp,yes,no,1.495730969,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",NA
10553,1981,13,5,no,hisp,yes,no,1.521960226,Trade,"Craftsmen, Foremen_and_kindred",NA
10553,1982,13,6,no,hisp,yes,no,1.45296685,Trade,"Craftsmen, Foremen_and_kindred",NA
10553,1983,13,7,no,hisp,yes,no,1.739929175,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
10553,1984,13,8,no,hisp,yes,no,1.89258483,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
10553,1985,13,9,no,hisp,yes,no,2.20578985,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
10553,1986,13,10,no,hisp,yes,no,1.925704134,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
10553,1987,13,11,no,hisp,yes,no,2.259920092,Public_Administration,"Craftsmen, Foremen_and_kindred",NA
10570,1980,11,3,no,other,no,no,1.056437364,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10570,1981,11,4,no,other,no,no,-1.41706602,Manufacturing,Operatives_and_kindred,nothern_central
10570,1982,11,5,no,other,no,no,-0.670045482,Professional_and_Related Service,Laborers_and_farmers,nothern_central
10570,1983,11,6,no,other,yes,no,0.702682498,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10570,1984,11,7,no,other,yes,no,0.712933648,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10570,1985,11,8,no,other,yes,no,0.820058899,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10570,1986,11,9,no,other,yes,no,1.06873962,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10570,1987,11,10,no,other,yes,no,1.039098872,Manufacturing,"Craftsmen, Foremen_and_kindred",nothern_central
10593,1980,9,6,no,other,yes,no,1.21696865,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",nothern_central
10593,1981,9,7,no,other,yes,no,1.05391211,Trade,Operatives_and_kindred,nothern_central
10593,1982,9,8,no,other,yes,no,1.253163049,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
10593,1983,9,9,yes,other,yes,no,1.350716639,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
10593,1984,9,10,yes,other,yes,no,1.352304697,Professional_and_Related Service,Service_Workers,nothern_central
10593,1985,9,11,yes,other,yes,no,1.251297376,Professional_and_Related Service,"Managers, Officials_and_Proprietors",nothern_central
10593,1986,9,12,yes,other,yes,no,1.362524569,Professional_and_Related Service,Clerical_and_kindred,nothern_central
10593,1987,9,13,no,other,yes,no,1.183680101,Manufacturing,Operatives_and_kindred,nothern_central
10666,1980,11,3,yes,black,yes,no,1.093465187,Professional_and_Related Service,Service_Workers,south
10666,1981,11,4,no,black,yes,no,0.999332725,Professional_and_Related Service,Service_Workers,south
10666,1982,11,5,no,black,yes,no,1.047210154,Personal_Service,Laborers_and_farmers,south
10666,1983,11,6,no,black,yes,no,0.451336255,Trade,Operatives_and_kindred,south
10666,1984,11,7,no,black,yes,no,0.802813248,Business_and_Repair_Service,Laborers_and_farmers,south
10666,1985,11,8,no,black,yes,no,0.706570201,Professional_and_Related Service,Service_Workers,south
10666,1986,11,9,no,black,yes,no,1.07472594,Trade,Clerical_and_kindred,south
10666,1987,11,10,no,black,no,no,0.694628277,Trade,Clerical_and_kindred,south
11275,1980,12,3,no,other,no,no,0.95541625,Trade,Service_Workers,nothern_central
11275,1981,12,4,no,other,no,no,1.666008264,Trade,Service_Workers,nothern_central
11275,1982,12,5,no,other,no,no,1.019451648,Trade,Service_Workers,nothern_central
11275,1983,12,6,no,other,no,no,1.085398163,Trade,Sales_Workers,nothern_central
11275,1984,12,7,no,other,no,no,0.950288074,Trade,Service_Workers,nothern_central
11275,1985,12,8,no,other,no,no,1.387393632,Manufacturing,Operatives_and_kindred,south
11275,1986,12,9,no,other,no,no,1.558776484,Manufacturing,Operatives_and_kindred,south
11275,1987,12,10,no,other,no,yes,1.599297581,Manufacturing,Clerical_and_kindred,south
11328,1980,12,5,no,other,no,no,1.739535208,Professional_and_Related Service,Clerical_and_kindred,nothern_central
11328,1981,12,6,no,other,no,no,0.890121014,Professional_and_Related Service,Clerical_and_kindred,nothern_central
11328,1982,12,7,no,other,no,no,1.482263219,Professional_and_Related Service,Clerical_and_kindred,nothern_central
11328,1983,12,8,no,other,no,no,1.075937972,Professional_and_Related Service,Clerical_and_kindred,nothern_central
11328,1984,12,9,no,other,no,no,1.520969264,Public_Administration,"Managers, Officials_and_Proprietors",nothern_central
11328,1985,12,10,no,other,no,no,1.603923732,Public_Administration,"Managers, Officials_and_Proprietors",nothern_central
11328,1986,12,11,no,other,no,no,1.340429105,Finance,Clerical_and_kindred,nothern_central
11328,1987,12,12,no,other,no,no,2.117212639,Finance,Clerical_and_kindred,nothern_central
11750,1980,10,2,no,other,no,no,1.159186912,Business_and_Repair_Service,Operatives_and_kindred,south
11750,1981,10,3,no,other,no,no,1.529395205,Trade,"Craftsmen, Foremen_and_kindred",north_east
11750,1982,10,4,no,other,no,no,1.467359814,Trade,"Craftsmen, Foremen_and_kindred",north_east
11750,1983,10,5,no,other,no,no,1.502266537,Trade,"Craftsmen, Foremen_and_kindred",north_east
11750,1984,10,6,no,other,no,no,1.345707914,Trade,"Craftsmen, Foremen_and_kindred",north_east
11750,1985,10,7,no,other,no,no,1.407173682,Trade,"Managers, Officials_and_Proprietors",north_east
11750,1986,10,8,no,other,no,no,1.842592719,Business_and_Repair_Service,"Craftsmen, Foremen_and_kindred",north_east
11750,1987,10,9,no,other,no,no,2.370103287,Manufacturing,Sales_Workers,north_east
11821,1980,15,2,no,other,no,no,1.165136781,Trade,Service_Workers,nothern_central
11821,1981,15,3,no,other,no,no,1.949763718,Professional_and_Related Service,"Professional, Technical_and_kindred",nothern_central
11821,1982,15,4,no,other,no,no,1.946097123,Trade,Sales_Workers,NA
11821,1983,15,5,no,other,no,no,1.987774353,Manufacturing,Sales_Workers,NA
11821,1984,15,6,no,other,no,no,2.115868447,Manufacturing,"Managers, Officials_and_Proprietors",NA
11821,1985,15,7,no,other,no,no,2.253913984,Trade,Sales_Workers,NA
11821,1986,15,8,no,other,no,no,2.319287914,Trade,Sales_Workers,NA
11821,1987,15,9,no,other,no,no,2.275608661,Manufacturing,Sales_Workers,NA
11857,1980,12,3,yes,other,no,no,1.59185642,Transportation,Operatives_and_kindred,south
11857,1981,12,4,yes,other,no,no,2.0015669,Transportation,Operatives_and_kindred,south
11857,1982,12,5,yes,other,no,no,2.650141802,Transportation,Operatives_and_kindred,south
11857,1983,12,6,yes,other,no,no,2.452458821,Transportation,Operatives_and_kindred,south
11857,1984,12,7,yes,other,no,no,2.1680542,Transportation,Clerical_and_kindred,south
11857,1985,12,8,yes,other,yes,no,2.37209758,Transportation,Operatives_and_kindred,south
11857,1986,12,9,yes,other,yes,no,2.085448117,Transportation,Operatives_and_kindred,south
11857,1987,12,10,yes,other,yes,no,1.982279705,Transportation,Operatives_and_kindred,south
11887,1980,12,3,no,other,no,yes,1.941813845,Trade,Laborers_and_farmers,NA
11887,1981,12,4,no,other,no,yes,1.63475572,Trade,Laborers_and_farmers,NA
11887,1982,12,5,no,other,no,no,1.668030509,Trade,Laborers_and_farmers,NA
11887,1983,12,6,no,other,no,no,1.638398712,Trade,Clerical_and_kindred,NA
11887,1984,12,7,no,other,no,yes,1.340994602,Trade,Clerical_and_kindred,NA
11887,1985,12,8,no,other,yes,no,1.191420338,Trade,Clerical_and_kindred,NA
11887,1986,12,9,no,other,yes,no,1.576817883,Trade,Clerical_and_kindred,NA
11887,1987,12,10,no,other,yes,no,1.366001658,Trade,Clerical_and_kindred,NA
11890,1980,6,10,no,hisp,yes,no,1.26567801,Trade,Service_Workers,NA
11890,1981,6,11,no,hisp,yes,no,1.711101566,Trade,Service_Workers,NA
11890,1982,6,12,no,hisp,yes,no,1.652455298,Trade,Service_Workers,NA
11890,1983,6,13,no,hisp,yes,no,1.42571258,Trade,Service_Workers,NA
11890,1984,6,14,no,hisp,yes,no,1.4786121,Trade,Service_Workers,NA
11890,1985,6,15,no,hisp,yes,no,1.578281301,Trade,Service_Workers,NA
11890,1986,6,16,no,hisp,yes,no,1.524607589,Trade,Service_Workers,NA
11890,1987,6,17,no,hisp,yes,no,1.723996153,Trade,Service_Workers,NA
11892,1980,11,4,no,black,no,no,1.818074524,Manufacturing,Operatives_and_kindred,NA
11892,1981,11,5,no,black,no,yes,2.027552241,Manufacturing,"Craftsmen, Foremen_and_kindred",NA
11892,1982,11,6,no,black,no,no,2.415342992,Manufacturing,"Managers, Officials_and_Proprietors",NA
11892,1983,11,7,no,black,no,yes,2.232077812,Manufacturing,Clerical_and_kindred,NA
11892,1984,11,8,no,black,no,no,2.54274765,Manufacturing,"Managers, Officials_and_Proprietors",NA
11892,1985,11,9,no,black,no,no,2.027668363,Manufacturing,Operatives_and_kindred,NA
11892,1986,11,10,no,black,no,no,2.222818285,Business_and_Repair_Service,"Managers, Officials_and_Proprietors",NA
11892,1987,11,11,no,black,no,no,2.238106097,Public_Administration,"Managers, Officials_and_Proprietors",NA
11924,1980,12,2,no,other,no,no,1.428417172,Manufacturing,"Craftsmen, Foremen_and_kindred",south
11924,1981,12,3,no,other,no,no,1.540771892,Trade,Laborers_and_farmers,south
11924,1982,12,4,no,other,no,no,1.547686653,Manufacturing,Laborers_and_farmers,south
11924,1983,12,5,no,other,no,no,1.361333283,Manufacturing,Clerical_and_kindred,south
11924,1984,12,6,no,other,no,no,1.768889089,Manufacturing,Clerical_and_kindred,south
11924,1985,12,7,no,other,no,no,1.777669724,Manufacturing,Clerical_and_kindred,south
11924,1986,12,8,no,other,yes,no,1.416758102,Business_and_Repair_Service,Clerical_and_kindred,south
11924,1987,12,9,no,other,yes,no,1.635019021,Manufacturing,Clerical_and_kindred,south
11925,1980,10,2,no,other,no,no,1.170362718,Agricultural,Farm_Laborers_and_Foreman,south
11925,1981,10,3,no,other,yes,no,1.496605382,Agricultural,Farm_Laborers_and_Foreman,south
11925,1982,10,4,no,other,yes,no,1.553672135,Manufacturing,Laborers_and_farmers,south
11925,1983,10,5,no,other,yes,no,1.646462418,Manufacturing,Laborers_and_farmers,nothern_central
11925,1984,10,6,no,other,yes,yes,1.818678559,Manufacturing,Clerical_and_kindred,nothern_central
